,store_id,item_id,wm_yr_wk,sell_price
3295651,TX_1,FOODS_3_326,11423,1.38
4986829,WI_1,HOUSEHOLD_1_265,11229,4.17
3361216,TX_1,FOODS_3_615,11303,4.28
381353,CA_1,FOODS_1_052,11427,0.98
2032748,CA_4,HOBBIES_1_013,11535,1.97
963650,CA_2,HOUSEHOLD_2_089,11129,2.97
3708993,TX_2,HOUSEHOLD_2_229,11338,4.43
3635529,TX_2,HOUSEHOLD_1_449,11613,15.72
2770894,TX_1,HOBBIES_1_278,11105,0.47
4034102,TX_2,FOODS_3_486,11225,2.5
1250243,CA_2,FOODS_3_425,11313,2.48
6036495,WI_2,FOODS_3_334,11213,2.78
6632132,WI_3,FOODS_2_297,11207,3.33
5197156,WI_1,FOODS_1_120,11602,1.96
4559448,TX_3,FOODS_2_141,11110,6.98
6542520,WI_3,FOODS_1_124,11608,2.24
2396870,CA_4,FOODS_1_049,11601,2.24
3190318,TX_1,FOODS_2_266,11417,9.24
2152194,CA_4,HOUSEHOLD_1_004,11218,2.37
648927,CA_1,FOODS_3_607,11525,2.48
2834861,TX_1,HOBBIES_2_136,11343,2.77
4502363,TX_3,FOODS_1_106,11419,3.28
5434898,WI_1,FOODS_3_675,11417,1.78
5963958,WI_2,FOODS_3_005,11503,2.28
3877602,TX_2,FOODS_2_204,11514,0.84
5510687,WI_2,HOBBIES_1_198,11330,8.38
2437569,CA_4,FOODS_2_009,11231,1.52
1406843,CA_3,HOBBIES_1_315,11243,3.57
3675362,TX_2,HOUSEHOLD_2_084,11603,4.27
6197652,WI_3,HOBBIES_1_236,11510,11.88
177996,CA_1,HOUSEHOLD_1_217,11336,1.97
2479020,CA_4,FOODS_2_196,11616,3.94
3930803,TX_2,FOODS_3_038,11548,4.98
643,CA_1,HOBBIES_1_004,11304,4.34
5017389,WI_1,HOUSEHOLD_1_409,11607,2.94
4351058,TX_3,HOUSEHOLD_1_519,11550,4.87
995200,CA_2,HOUSEHOLD_2_224,11215,3.97
5535218,WI_2,HOBBIES_1_307,11437,3.97
2707711,CA_4,FOODS_3_823,11107,2.5
89315,CA_1,HOBBIES_1_396,11211,1.88
110604,CA_1,HOBBIES_2_062,11433,5.88
3590525,TX_2,HOUSEHOLD_1_235,11550,3.47
1672774,CA_3,HOUSEHOLD_2_401,11534,3.33
5017261,WI_1,HOUSEHOLD_1_409,11336,2.98
6019295,WI_2,FOODS_3_258,11506,1.34
4847090,WI_1,HOBBIES_1_208,11409,3.24
4028705,TX_2,FOODS_3_463,11621,6.0
5443429,WI_1,FOODS_3_717,11506,1.98
3212554,TX_1,FOODS_2_360,11521,0.94
814256,CA_2,HOBBIES_2_089,11242,2.97
5982339,WI_2,FOODS_3_093,11336,2.25
3590202,TX_2,HOUSEHOLD_1_234,11509,0.97
4611289,TX_3,FOODS_2_378,11617,2.96
2669962,CA_4,FOODS_3_652,11519,3.98
297360,CA_1,HOUSEHOLD_2_218,11428,10.97
1667949,CA_3,HOUSEHOLD_2_379,11345,4.44
2556012,CA_4,FOODS_3_144,11544,1.98
4965662,WI_1,HOUSEHOLD_1_162,11247,5.64
2342687,CA_4,HOUSEHOLD_2_331,11252,3.97
4334269,TX_3,HOUSEHOLD_1_442,11529,8.97
6830762,WI_3,FOODS_3_783,11223,5.48
6776698,WI_3,FOODS_3_537,11441,3.98
178792,CA_1,HOUSEHOLD_1_221,11450,11.97
4648500,TX_3,FOODS_3_150,11105,1.97
2610758,CA_4,FOODS_3_386,11438,2.5
4589767,TX_3,FOODS_2_284,11244,2.47
5415713,WI_1,FOODS_3_587,11225,2.68
5143126,WI_1,HOUSEHOLD_2_412,11539,5.94
863355,CA_2,HOUSEHOLD_1_166,11542,4.94
5857107,WI_2,FOODS_1_104,11507,3.54
3653111,TX_2,HOUSEHOLD_1_531,11227,8.47
3405843,TX_1,FOODS_3_816,11347,0.2
5661743,WI_2,HOUSEHOLD_1_315,11509,9.48
4359989,TX_3,HOUSEHOLD_2_018,11514,7.94
4284653,TX_3,HOUSEHOLD_1_206,11438,4.92
2078591,CA_4,HOBBIES_1_231,11438,6.87
851311,CA_2,HOUSEHOLD_1_109,11526,3.97
787023,CA_2,HOBBIES_1_393,11333,27.97
5949532,WI_2,FOODS_2_332,11353,3.67
3235765,TX_1,FOODS_3_068,11446,2.5
3535962,TX_2,HOBBIES_2_140,11413,2.77
4790267,TX_3,FOODS_3_781,11431,2.48
4470407,TX_3,HOUSEHOLD_2_489,11438,14.47
5511046,WI_2,HOBBIES_1_199,11547,3.98
3146427,TX_1,FOODS_2_068,11441,7.98
1674736,CA_3,HOUSEHOLD_2_410,11213,1.38
690901,CA_1,FOODS_3_794,11347,2.88
2455540,CA_4,FOODS_2_086,11128,2.88
5685964,WI_2,HOUSEHOLD_1_427,11426,5.96
6065242,WI_2,FOODS_3_463,11619,6.0
1746237,CA_3,FOODS_1_194,11621,4.86
2219986,CA_4,HOUSEHOLD_1_325,11620,3.88
6091201,WI_2,FOODS_3_581,11432,3.18
2896102,TX_1,HOUSEHOLD_1_269,11345,2.96
4531402,TX_3,FOODS_2_010,11329,2.58
5033996,WI_1,HOUSEHOLD_1_483,11530,4.54
4428575,TX_3,HOUSEHOLD_2_311,11312,5.94
3192452,TX_1,FOODS_2_276,11249,3.28
901594,CA_2,HOUSEHOLD_1_350,11240,2.98
5101227,WI_1,HOUSEHOLD_2_236,11212,8.48
730588,CA_2,HOBBIES_1_142,11616,0.94
5521386,WI_2,HOBBIES_1_246,11616,10.98
4052108,TX_2,FOODS_3_568,11512,1.0
5999003,WI_2,FOODS_3_168,11531,3.65
709056,CA_2,HOBBIES_1_044,11514,1.48
2885968,TX_1,HOUSEHOLD_1_217,11509,1.83
3385200,TX_1,FOODS_3_723,11233,1.38
3406775,TX_1,FOODS_3_820,11121,1.98
1300700,CA_2,FOODS_3_665,11529,2.98
5324500,WI_1,FOODS_3_160,11124,2.48
2206367,CA_4,HOUSEHOLD_1_258,11605,2.97
1740854,CA_3,FOODS_1_172,11421,1.84
5585749,WI_2,HOBBIES_2_105,11437,2.47
6826234,WI_3,FOODS_3_762,11601,3.68
4001297,TX_2,FOODS_3_345,11238,2.18
1878343,CA_3,FOODS_3_158,11348,5.98
5262903,WI_1,FOODS_2_237,11303,2.48
4866411,WI_1,HOBBIES_1_294,11438,3.88
990506,CA_2,HOUSEHOLD_2_205,11441,5.84
6070704,WI_2,FOODS_3_486,11614,2.88
5531722,WI_2,HOBBIES_1_294,11431,3.88
4427798,TX_3,HOUSEHOLD_2_308,11224,3.47
2805268,TX_1,HOBBIES_1_423,11213,7.28
1574557,CA_3,HOUSEHOLD_1_522,11152,1.74
4427343,TX_3,HOUSEHOLD_2_306,11132,5.67
3441530,TX_2,HOBBIES_1_145,11142,1.28
4467035,TX_3,HOUSEHOLD_2_474,11532,7.76
3576342,TX_2,HOUSEHOLD_1_173,11142,0.97
2387839,CA_4,FOODS_1_012,11313,5.23
4963797,WI_1,HOUSEHOLD_1_153,11330,1.97
4586056,TX_3,FOODS_2_266,11252,9.24
1752689,CA_3,FOODS_2_001,11409,2.0
4095251,TX_2,FOODS_3_763,11431,3.48
457750,CA_1,FOODS_2_164,11305,2.98
106369,CA_1,HOBBIES_2_046,11115,2.47
2553968,CA_4,FOODS_3_135,11537,1.48
5613855,WI_2,HOUSEHOLD_1_086,11320,4.97
1769142,CA_3,FOODS_2_071,11610,4.48
6561392,WI_3,FOODS_1_206,11353,2.28
4588019,TX_3,FOODS_2_276,11401,3.0
2482069,CA_4,FOODS_2_211,11106,2.48
5370410,WI_1,FOODS_3_376,11346,1.0
2847447,TX_1,HOUSEHOLD_1_046,11333,3.78
1039194,CA_2,HOUSEHOLD_2_409,11426,3.93
1020151,CA_2,HOUSEHOLD_2_326,11621,5.94
6573635,WI_3,FOODS_2_038,11329,6.08
1045006,CA_2,HOUSEHOLD_2_434,11105,1.88
6470432,WI_3,HOUSEHOLD_2_337,11518,6.77
3788963,TX_2,FOODS_1_045,11413,1.78
2463520,CA_4,FOODS_2_127,11431,7.47
1342474,CA_3,HOBBIES_1_028,11529,7.98
2105121,CA_4,HOBBIES_1_351,11545,5.76
4314394,TX_3,HOUSEHOLD_1_350,11330,2.74
4850191,WI_1,HOBBIES_1_221,11540,2.97
5326993,WI_1,FOODS_3_173,11611,11.82
1650802,CA_3,HOUSEHOLD_2_306,11216,5.67
329646,CA_1,HOUSEHOLD_2_352,11414,2.97
3127995,TX_1,FOODS_1_212,11240,6.28
5107180,WI_1,HOUSEHOLD_2_259,11210,7.67
5739477,WI_2,HOUSEHOLD_2_124,11414,5.28
6080046,WI_2,FOODS_3_531,11450,2.48
4156457,TX_3,HOBBIES_1_212,11605,7.47
5372408,WI_1,FOODS_3_385,11431,2.98
282168,CA_1,HOUSEHOLD_2_152,11323,11.97
5674657,WI_2,HOUSEHOLD_1_372,11510,1.97
1936205,CA_3,FOODS_3_408,11429,2.98
2213696,CA_4,HOUSEHOLD_1_295,11323,2.98
1548721,CA_3,HOUSEHOLD_1_401,11240,9.47
6757423,WI_3,FOODS_3_452,11546,4.98
4657121,TX_3,FOODS_3_188,11335,1.98
2978560,TX_1,HOUSEHOLD_2_100,11108,7.87
1998166,CA_3,FOODS_3_684,11312,1.88
718838,CA_2,HOBBIES_1_088,11406,2.57
917712,CA_2,HOUSEHOLD_1_426,11319,2.48
2062444,CA_4,HOBBIES_1_150,11301,1.77
4965796,WI_1,HOUSEHOLD_1_162,11524,5.97
391663,CA_1,FOODS_1_094,11534,3.54
4138253,TX_3,HOBBIES_1_128,11223,8.77
1419428,CA_3,HOBBIES_1_370,11219,0.5
4660410,TX_3,FOODS_3_202,11351,4.28
5116805,WI_1,HOUSEHOLD_2_299,11134,1.24
2509124,CA_4,FOODS_2_330,11419,3.97
4160791,TX_3,HOBBIES_1_233,11123,0.72
5452300,WI_1,FOODS_3_759,11538,2.98
1118831,CA_2,FOODS_2_020,11621,2.5
3379462,TX_1,FOODS_3_695,11615,3.98
1673074,CA_3,HOUSEHOLD_2_403,11333,4.87
4531853,TX_3,FOODS_2_012,11120,3.68
3847785,TX_2,FOODS_2_070,11437,6.36
3548732,TX_2,HOUSEHOLD_1_050,11417,3.5
2244041,CA_4,HOUSEHOLD_1_438,11448,7.48
3746020,TX_2,HOUSEHOLD_2_383,11405,3.88
2182318,CA_4,HOUSEHOLD_1_141,11544,1.77
3257242,TX_1,FOODS_3_162,11245,1.76
3957622,TX_2,FOODS_3_158,11337,5.98
6509391,WI_3,HOUSEHOLD_2_504,11210,1.92
3221187,TX_1,FOODS_3_001,11103,2.28
3229577,TX_1,FOODS_3_039,11621,3.98
3791794,TX_2,FOODS_1_056,11615,2.24
4745245,TX_3,FOODS_3_574,11531,5.98
6185816,WI_3,HOBBIES_1_180,11520,19.98
2204012,CA_4,HOUSEHOLD_1_247,11143,0.97
4034090,TX_2,FOODS_3_486,11213,2.5
300483,CA_1,HOUSEHOLD_2_231,11316,3.97
4603310,TX_3,FOODS_2_343,11240,3.48
1133082,CA_2,FOODS_2_168,11604,3.98
6589162,WI_3,FOODS_2_107,11450,2.08
2205994,CA_4,HOUSEHOLD_1_256,11414,5.97
2681074,CA_4,FOODS_3_703,11505,1.98
3399284,TX_1,FOODS_3_786,11346,1.98
2447561,CA_4,FOODS_2_052,11550,13.97
4103751,TX_2,FOODS_3_801,11502,1.0
4731630,TX_3,FOODS_3_511,11612,6.98
621016,CA_1,FOODS_3_479,11518,1.0
5522747,WI_2,HOBBIES_1_254,11308,0.72
2507876,CA_4,FOODS_2_325,11418,1.14
4243369,TX_3,HOUSEHOLD_1_021,11348,1.98
852885,CA_2,HOUSEHOLD_1_118,11311,0.97
5862711,WI_2,FOODS_1_128,11322,3.94
1541169,CA_3,HOUSEHOLD_1_365,11108,3.82
2512176,CA_4,FOODS_2_342,11608,5.98
4415309,TX_3,HOUSEHOLD_2_255,11619,9.97
4078724,TX_2,FOODS_3_686,11138,3.5
935159,CA_2,HOUSEHOLD_1_506,11442,3.88
1341625,CA_3,HOBBIES_1_024,11442,8.98
5793951,WI_2,HOUSEHOLD_2_355,11238,10.97
4706839,TX_3,FOODS_3_403,11434,1.5
1909740,CA_3,FOODS_3_295,11322,0.8
3148889,TX_1,FOODS_2_080,11146,2.24
6498589,WI_3,HOUSEHOLD_2_457,11102,6.27
4951270,WI_1,HOUSEHOLD_1_096,11347,3.5
3553667,TX_2,HOUSEHOLD_1_071,11350,1.98
4106477,TX_2,FOODS_3_813,11508,4.5
6265387,WI_3,HOBBIES_2_110,11306,5.97
2447903,CA_4,FOODS_2_054,11150,2.44
1839992,CA_3,FOODS_2_384,11503,2.28
156499,CA_1,HOUSEHOLD_1_121,11513,2.48
4655348,TX_3,FOODS_3_181,11352,2.98
2373689,CA_4,HOUSEHOLD_2_466,11228,6.97
1237949,CA_2,FOODS_3_373,11228,1.98
1463497,CA_3,HOBBIES_2_143,11332,0.97
4325802,TX_3,HOUSEHOLD_1_404,11327,2.74
5341643,WI_1,FOODS_3_239,11521,1.98
313867,CA_1,HOUSEHOLD_2_284,11544,5.94
3246924,TX_1,FOODS_3_117,11223,1.92
1444308,CA_3,HOBBIES_2_055,11420,2.97
1896718,CA_3,FOODS_3_238,11602,3.68
5274375,WI_1,FOODS_2_302,11501,10.98
1634658,CA_3,HOUSEHOLD_2_240,11136,4.97
3120496,TX_1,FOODS_1_181,11325,1.28
2638543,CA_4,FOODS_3_506,11522,3.98
2721116,TX_1,HOBBIES_1_052,11503,5.88
3434748,TX_2,HOBBIES_1_113,11549,1.47
4930858,WI_1,HOUSEHOLD_1_003,11450,8.97
1019620,CA_2,HOUSEHOLD_2_325,11133,3.27
2860192,TX_1,HOUSEHOLD_1_101,11506,2.37
6175457,WI_3,HOBBIES_1_133,11619,12.44
2439953,CA_4,FOODS_2_019,11136,2.98
5071362,WI_1,HOUSEHOLD_2_107,11425,11.97
4687223,TX_3,FOODS_3_317,11306,1.0
15317,CA_1,HOBBIES_1_067,11316,0.58
5464073,WI_1,FOODS_3_815,11437,2.48
2513937,CA_4,FOODS_2_351,11143,2.98
1318349,CA_2,FOODS_3_749,11135,1.98
1438167,CA_3,HOBBIES_2_027,11450,1.97
4810152,WI_1,HOBBIES_1_039,11228,5.88
2238494,CA_4,HOUSEHOLD_1_413,11113,19.97
2802108,TX_1,HOBBIES_1_410,11501,27.98
6369395,WI_3,HOUSEHOLD_1_439,11448,0.97
6360225,WI_3,HOUSEHOLD_1_399,11346,1.07
5461354,WI_1,FOODS_3_802,11540,1.68
4933484,WI_1,HOUSEHOLD_1_014,11409,17.97
5520852,WI_2,HOBBIES_1_244,11240,0.5
3564857,TX_2,HOUSEHOLD_1_121,11419,1.49
1758115,CA_3,FOODS_2_025,11151,3.87
3604895,TX_2,HOUSEHOLD_1_309,11147,5.92
6674770,WI_3,FOODS_3_089,11236,1.0
258341,CA_1,HOUSEHOLD_2_048,11549,3.94
3951340,TX_2,FOODS_3_130,11539,2.68
4731560,TX_3,FOODS_3_511,11446,6.48
3400535,TX_1,FOODS_3_792,11245,1.0
4032893,TX_2,FOODS_3_481,11127,3.5
4082339,TX_2,FOODS_3_704,11413,4.28
4249313,TX_3,HOUSEHOLD_1_051,11403,2.93
6819292,WI_3,FOODS_3_730,11309,4.98
2908082,TX_1,HOUSEHOLD_1_326,11317,4.87
3553119,TX_2,HOUSEHOLD_1_069,11212,1.97
6014205,WI_2,FOODS_3_236,11620,2.56
6595953,WI_3,FOODS_2_138,11250,1.96
2951730,TX_1,HOUSEHOLD_1_528,11104,2.87
5583254,WI_2,HOBBIES_2_094,11544,1.97
2042745,CA_4,HOBBIES_1_058,11547,8.82
5654757,WI_2,HOUSEHOLD_1_281,11218,4.97
5030954,WI_1,HOUSEHOLD_1_470,11504,2.98
6472242,WI_3,HOUSEHOLD_2_346,11527,3.33
1301607,CA_2,FOODS_3_669,11204,0.58
300776,CA_1,HOUSEHOLD_2_232,11407,4.78
1886935,CA_3,FOODS_3_197,11312,1.98
3160792,TX_1,FOODS_2_136,11116,2.62
1606772,CA_3,HOUSEHOLD_2_121,11538,1.97
4616129,TX_3,FOODS_3_003,11522,3.98
1011175,CA_2,HOUSEHOLD_2_288,11338,3.97
3927491,TX_2,FOODS_3_023,11429,3.98
491171,CA_1,FOODS_2_312,11317,5.26
1561231,CA_3,HOUSEHOLD_1_460,11516,3.88
4650832,TX_3,FOODS_3_159,11617,2.98
3909301,TX_2,FOODS_2_340,11447,2.98
33158,CA_1,HOBBIES_1_146,11433,4.66
4373390,TX_3,HOUSEHOLD_2_076,11246,8.97
5377444,WI_1,FOODS_3_407,11103,3.12
2225805,CA_4,HOUSEHOLD_1_353,11152,3.44
3514371,TX_2,HOBBIES_2_043,11501,0.97
4537095,TX_3,FOODS_2_034,11240,2.5
2238263,CA_4,HOUSEHOLD_1_411,11603,3.28
2580663,CA_4,FOODS_3_252,11515,1.58
6693513,WI_3,FOODS_3_173,11525,11.82
4059034,TX_2,FOODS_3_597,11518,2.84
4367151,TX_3,HOUSEHOLD_2_048,11350,3.57
3938246,TX_2,FOODS_3_073,11538,2.98
4266215,TX_3,HOUSEHOLD_1_125,11447,5.72
899002,CA_2,HOUSEHOLD_1_339,11310,0.98
207409,CA_1,HOUSEHOLD_1_359,11450,6.98
6087026,WI_2,FOODS_3_562,11319,4.98
3410667,TX_2,HOBBIES_1_009,11544,1.63
6270499,WI_3,HOBBIES_2_131,11621,5.97
336726,CA_1,HOUSEHOLD_2_383,11118,3.97
954443,CA_2,HOUSEHOLD_2_048,11602,3.94
685448,CA_1,FOODS_3_770,11448,3.98
4212738,TX_3,HOBBIES_2_033,11333,2.77
6543207,WI_3,FOODS_1_128,11137,2.97
5556330,WI_2,HOBBIES_1_399,11518,1.97
1957272,CA_3,FOODS_3_499,11353,2.5
1034198,CA_2,HOUSEHOLD_2_386,11514,3.97
766749,CA_2,HOBBIES_1_305,11249,2.87
621081,CA_1,FOODS_3_480,11110,1.98
2921,CA_1,HOBBIES_1_013,11327,1.97
2081420,CA_4,HOBBIES_1_245,11320,4.97
6585033,WI_3,FOODS_2_086,11134,2.92
4369747,TX_3,HOUSEHOLD_2_059,11406,2.94
3183761,TX_1,FOODS_2_236,11431,2.54
3274825,TX_1,FOODS_3_238,11436,3.68
1487651,CA_3,HOUSEHOLD_1_107,11422,3.48
425660,CA_1,FOODS_2_021,11331,0.88
6000625,WI_2,FOODS_3_177,11217,2.68
1758798,CA_3,FOODS_2_027,11535,2.47
3531307,TX_2,HOBBIES_2_119,11240,3.47
4464193,TX_3,HOUSEHOLD_2_463,11445,5.47
2693068,CA_4,FOODS_3_757,11451,2.48
1077949,CA_2,FOODS_1_053,11205,5.88
6264371,WI_3,HOBBIES_2_104,11401,2.97
4873639,WI_1,HOBBIES_1_322,11503,3.97
5945580,WI_2,FOODS_2_313,11401,8.66
3203399,TX_1,FOODS_2_322,11430,2.78
648597,CA_1,FOODS_3_606,11330,2.88
2725088,TX_1,HOBBIES_1_072,11350,1.97
5465598,WI_1,FOODS_3_822,11342,3.98
5685461,WI_2,HOUSEHOLD_1_425,11327,1.97
1554208,CA_3,HOUSEHOLD_1_426,11548,2.58
1665005,CA_3,HOUSEHOLD_2_368,11202,5.47
4998669,WI_1,HOUSEHOLD_1_322,11545,2.78
6048694,WI_2,FOODS_3_391,11232,2.78
1943883,CA_3,FOODS_3_444,11608,6.98
3991598,TX_2,FOODS_3_304,11334,4.48
1820325,CA_3,FOODS_2_302,11122,10.98
5251336,WI_1,FOODS_2_173,11512,8.98
5197993,WI_1,FOODS_1_124,11415,2.24
240324,CA_1,HOUSEHOLD_1_511,11321,5.97
107958,CA_1,HOBBIES_2_052,11217,2.47
6291437,WI_3,HOUSEHOLD_1_076,11530,4.98
1027972,CA_2,HOUSEHOLD_2_360,11519,7.97
3283920,TX_1,FOODS_3_277,11448,1.98
2859284,TX_1,HOUSEHOLD_1_097,11527,3.97
5943792,WI_2,FOODS_2_304,11452,3.97
3466193,TX_2,HOBBIES_1_258,11117,11.28
246391,CA_1,HOUSEHOLD_1_540,11551,1.88
3593160,TX_2,HOUSEHOLD_1_251,11518,1.98
1807539,CA_3,FOODS_2_243,11107,6.84
967206,CA_2,HOUSEHOLD_2_104,11119,4.94
947408,CA_2,HOUSEHOLD_2_019,11436,9.47
867610,CA_2,HOUSEHOLD_1_184,11509,11.97
2896214,TX_1,HOUSEHOLD_1_269,11552,3.12
2054567,CA_4,HOBBIES_1_113,11330,1.47
1076952,CA_2,FOODS_1_048,11444,5.98
1756310,CA_3,FOODS_2_018,11152,6.98
5040129,WI_1,HOUSEHOLD_1_512,11612,1.87
2299967,CA_4,HOUSEHOLD_2_147,11148,3.97
1670496,CA_3,HOUSEHOLD_2_391,11144,11.27
5215141,WI_1,FOODS_1_198,11320,2.48
4521271,TX_3,FOODS_1_187,11248,8.98
3138628,TX_1,FOODS_2_037,11309,6.98
2038021,CA_4,HOBBIES_1_036,11151,0.98
5991193,WI_2,FOODS_3_132,11432,2.68
2468102,CA_4,FOODS_2_147,11525,3.72
864255,CA_2,HOUSEHOLD_1_171,11444,8.97
1818673,CA_3,FOODS_2_295,11102,11.68
3947928,TX_2,FOODS_3_115,11416,4.28
2188704,CA_4,HOUSEHOLD_1_173,11307,0.97
5041164,WI_1,HOUSEHOLD_1_517,11402,0.98
962527,CA_2,HOUSEHOLD_2_084,11401,3.97
3368032,TX_1,FOODS_3_646,11318,2.68
4027347,TX_2,FOODS_3_458,11451,1.88
5162063,WI_1,HOUSEHOLD_2_490,11605,3.48
5717659,WI_2,HOUSEHOLD_2_030,11501,3.97
6628957,WI_3,FOODS_2_282,11606,6.72
2963855,TX_1,HOUSEHOLD_2_037,11335,10.77
2184568,CA_4,HOUSEHOLD_1_151,11323,0.93
3421037,TX_2,HOBBIES_1_053,11405,3.97
3257290,TX_1,FOODS_3_162,11341,1.98
6651774,WI_3,FOODS_2_380,11240,4.97
393975,CA_1,FOODS_1_105,11335,1.88
2956459,TX_1,HOUSEHOLD_2_007,11252,2.58
2841202,TX_1,HOUSEHOLD_1_015,11210,4.88
997924,CA_2,HOUSEHOLD_2_235,11127,6.97
2729125,TX_1,HOBBIES_1_088,11333,2.57
748854,CA_2,HOBBIES_1_227,11405,1.97
5963506,WI_2,FOODS_3_002,11615,2.56
6781351,WI_3,FOODS_3_558,11329,2.98
1944833,CA_3,FOODS_3_448,11429,3.0
1769806,CA_3,FOODS_2_075,11237,2.38
5864656,WI_2,FOODS_1_136,11546,4.86
6220754,WI_3,HOBBIES_1_333,11229,4.97
303171,CA_1,HOUSEHOLD_2_241,11239,4.98
1788790,CA_3,FOODS_2_161,11335,6.97
5002637,WI_1,HOUSEHOLD_1_340,11516,4.98
5369514,WI_1,FOODS_3_371,11605,2.5
5058972,WI_1,HOUSEHOLD_2_054,11218,4.87
5518620,WI_2,HOBBIES_1_235,11221,12.98
558557,CA_1,FOODS_3_211,11503,4.58
3637407,TX_2,HOUSEHOLD_1_459,11526,0.96
3521362,TX_2,HOBBIES_2_074,11130,3.97
6768695,WI_3,FOODS_3_498,11437,0.2
2755479,TX_1,HOBBIES_1_210,11425,5.88
474386,CA_1,FOODS_2_236,11407,2.98
3641314,TX_2,HOUSEHOLD_1_475,11614,2.67
2371876,CA_4,HOUSEHOLD_2_457,11542,6.47
5719057,WI_2,HOUSEHOLD_2_036,11309,3.97
6096069,WI_2,FOODS_3_605,11325,2.48
4777510,TX_3,FOODS_3_722,11501,2.5
4243016,TX_3,HOUSEHOLD_1_019,11515,0.96
5635741,WI_2,HOUSEHOLD_1_184,11508,11.97
825502,CA_2,HOBBIES_2_140,11552,2.47
3738876,TX_2,HOUSEHOLD_2_352,11610,2.97
1117617,CA_2,FOODS_2_005,11604,3.58
6779478,WI_3,FOODS_3_549,11505,2.68
793787,CA_2,HOBBIES_1_420,11424,5.74
652793,CA_1,FOODS_3_624,11524,2.48
1655944,CA_3,HOUSEHOLD_2_328,11401,6.97
2678764,CA_4,FOODS_3_690,11615,9.98
3123804,TX_1,FOODS_1_195,11235,2.24
1148693,CA_2,FOODS_2_314,11507,4.97
2722306,TX_1,HOBBIES_1_058,11341,8.67
1385233,CA_3,HOBBIES_1_221,11617,2.97
5401938,WI_1,FOODS_3_520,11429,3.98
6233469,WI_3,HOBBIES_1_390,11104,11.36
1146929,CA_2,FOODS_2_293,11535,4.22
5996540,WI_2,FOODS_3_156,11323,3.88
361333,CA_1,HOUSEHOLD_2_484,11546,6.97
6569907,WI_3,FOODS_2_022,11433,6.98
2484681,CA_4,FOODS_2_222,11351,2.5
3458114,TX_2,HOBBIES_1_221,11430,2.97
6675357,WI_3,FOODS_3_091,11324,6.48
1353480,CA_3,HOBBIES_1_076,11605,3.43
1138149,CA_2,FOODS_2_207,11525,7.98
3139330,TX_1,FOODS_2_040,11521,2.5
3332134,TX_1,FOODS_3_484,11251,1.98
5262884,WI_1,FOODS_2_237,11236,2.48
2120760,CA_4,HOBBIES_1_421,11602,8.26
1374392,CA_3,HOBBIES_1_172,11141,2.82
4118835,TX_3,HOBBIES_1_038,11617,3.17
2653817,CA_4,FOODS_3_578,11532,3.0
3212064,TX_1,FOODS_2_359,11122,1.76
4165373,TX_3,HOBBIES_1_252,11529,0.68
1516082,CA_3,HOUSEHOLD_1_241,11337,7.94
1855091,CA_3,FOODS_3_056,11609,1.74
186754,CA_1,HOUSEHOLD_1_261,11608,5.97
4490370,TX_3,FOODS_1_055,11523,4.38
1107015,CA_2,FOODS_1_177,11449,8.98
3704182,TX_2,HOUSEHOLD_2_209,11544,7.97
4636984,TX_3,FOODS_3_098,11526,4.48
795315,CA_2,HOBBIES_2_002,11428,1.97
418861,CA_1,FOODS_1_212,11342,6.28
3808448,TX_2,FOODS_1_126,11313,2.38
4795153,TX_3,FOODS_3_802,11521,1.68
5294760,WI_1,FOODS_3_014,11419,1.98
2982799,TX_1,HOUSEHOLD_2_119,11119,5.84
6656773,WI_3,FOODS_3_003,11604,3.98
6346223,WI_3,HOUSEHOLD_1_334,11345,0.98
1250418,CA_2,FOODS_3_426,11308,2.98
6094267,WI_2,FOODS_3_594,11339,0.98
5455838,WI_1,FOODS_3_777,11516,2.98
985908,CA_2,HOUSEHOLD_2_185,11426,3.33
3641696,TX_2,HOUSEHOLD_1_478,11117,2.42
3810894,TX_2,FOODS_1_136,11427,4.74
3325660,TX_1,FOODS_3_457,11534,2.5
5865113,WI_2,FOODS_1_138,11344,2.48
2734370,TX_1,HOBBIES_1_111,11551,2.64
5917325,WI_2,FOODS_2_170,11247,2.94
48647,CA_1,HOBBIES_1_218,11329,10.58
3758346,TX_2,HOUSEHOLD_2_436,11324,1.97
1162247,CA_2,FOODS_3_017,11142,2.08
4434710,TX_3,HOUSEHOLD_2_339,11133,6.97
5855615,WI_2,FOODS_1_097,11508,0.98
2085193,CA_4,HOBBIES_1_263,11120,4.97
5792488,WI_2,HOUSEHOLD_2_349,11506,4.97
5165325,WI_1,HOUSEHOLD_2_505,11332,4.97
3249012,TX_1,FOODS_3_127,11211,3.48
5920280,WI_2,FOODS_2_184,11221,4.98
4586007,TX_3,FOODS_2_265,11607,3.76
3720037,TX_2,HOUSEHOLD_2_273,11247,5.27
5613531,WI_2,HOUSEHOLD_1_085,11230,16.67
204936,CA_1,HOUSEHOLD_1_347,11403,7.97
3570331,TX_2,HOUSEHOLD_1_145,11243,1.98
4901587,WI_1,HOBBIES_2_018,11545,3.37
5711003,WI_2,HOUSEHOLD_2_002,11344,2.67
2752485,TX_1,HOBBIES_1_195,11439,10.98
2337122,CA_4,HOUSEHOLD_2_304,11122,6.48
3930323,TX_2,FOODS_3_035,11515,3.98
3815485,TX_2,FOODS_1_154,11433,1.5
